request_id,item_id,ctr_label,cvr_label,position,unionid,membership_tier,device,user_segment,user_age,activity_7d,historical_ctr,historical_cvr,user_pay_tendency_30d,author_id,content_id,brand_tier,content_type,price,quality_score,seller_score,item_ctr_7d,item_cvr_7d,hour_of_day,is_weekend,network_type,session_depth,traffic_source,seq_click_rate_7d,seq_watch_depth_7d,seq_skip_rate_7d,seq_ecom_exposure_7d,seq_live_watch_rate_7d,cross_ctr_gap,cross_price_gap,cross_user_author_affinity,cross_user_item_similarity,cross_query_item_intent,candidate_score
56,1847,0,0,19,65715,silver,ios,high_value,56,20,0.098785,0.001,0.171,11942,1847,mass,short_video,51.88,0.8181,4.7362,0.1281,0.0165,9,0,4,31,search,0.1685,0.4123,0.2809,23.5353,0.2946,-0.339,0.1898,0.1751,0.0,0.1855,0.3158
56,1848,0,0,20,26215,silver,android,active,33,21,0.084601,0.007056,0.3932,929,1848,mass,mall,37.71,0.7266,4.3127,0.0547,0.0188,6,0,4,36,search,0.1765,0.3919,0.2619,10.9193,0.3137,0.4696,-0.5117,0.1554,0.0,0.0,0.4322
56,1849,0,0,21,16412,silver,android,churn_risk,33,7,0.033351,0.01996,0.1642,4919,1849,mass,short_video,49.02,0.6418,4.2954,0.1272,0.0126,1,0,4,5,homepage,0.0744,0.303,0.6562,23.6521,0.109,0.0622,0.8187,0.0755,0.0653,0.0,0.4137
56,1850,0,0,22,62078,free,mobile_web,churn_risk,33,8,0.060421,0.023085,0.6847,9867,1850,mass,short_video,41.57,0.7521,4.5923,0.0528,0.0061,12,0,4,3,affiliate,0.1307,0.1471,0.6425,11.033,0.0523,0.0389,-0.5803,0.3634,0.0689,0.0121,0.5446
56,1851,1,0,23,1216,silver,android,new,25,20,0.085699,0.018887,0.0,597,1851,mass,short_video,44.5,0.7,4.1585,0.0415,0.0109,18,1,4,16,search,0.1502,0.4725,0.3029,10.1251,0.1483,-0.1955,-0.034,0.2303,0.0,0.0,0.4505
56,1852,0,0,24,29848,free,ios,active,33,11,0.077773,0.002816,0.4781,10238,1852,mass,short_video,69.24,0.751,4.3699,0.0473,0.0061,15,1,5,30,homepage,0.1511,0.1863,0.3248,31.2424,0.2885,-0.1175,0.4028,0.3882,0.1684,0.0,0.4266
56,1853,1,1,25,29285,free,mobile_web,churn_risk,58,3,0.090133,0.027577,0.3203,6903,1853,luxury,live,19.84,0.7861,4.6077,0.1304,0.0072,14,1,4,2,push,0.1568,0.1982,0.4526,24.6701,0.0337,0.4593,0.1705,0.2538,0.0036,0.0,0.5608
56,1854,0,0,26,55987,silver,mobile_web,high_value,40,11,0.046721,0.019929,0.3278,1416,1854,mass,ad,20.99,0.8271,4.8913,0.0736,0.0043,12,0,5,38,push,0.1789,0.2043,0.3857,25.8712,0.1622,-0.0104,-0.2626,0.0906,0.0,0.0154,0.1901
56,1855,0,0,27,55844,silver,android,churn_risk,39,20,0.082976,0.009755,0.2195,3098,1855,luxury,short_video,4.57,0.99,4.4251,0.0676,0.0176,5,0,4,35,homepage,0.1168,0.2086,0.4358,26.1978,0.0358,-0.1755,0.3176,0.1939,0.1283,0.2975,0.1696
56,1856,1,0,28,42029,vip,android,churn_risk,51,16,0.075471,0.001,0.5974,14798,1856,mass,short_video,56.13,0.7971,4.3066,0.1076,0.007,17,0,2,23,search,0.1461,0.4204,0.3361,30.3827,0.3036,0.3471,0.1866,0.7212,0.0,0.159,0.5551
56,1857,0,0,29,65881,gold,android,churn_risk,49,6,0.091873,0.016638,0.4022,4711,1857,mass,mall,19.27,0.7371,4.5146,0.0667,0.0046,14,0,3,22,search,0.1444,0.5004,0.5849,23.5117,0.1331,0.0343,0.4514,0.0448,0.3183,0.1761,0.6291
56,1858,0,0,30,51468,silver,mobile_web,new,33,3,0.081992,0.026635,0.2722,3635,1858,premium,live,82.49,0.6438,4.8397,0.1041,0.0005,11,0,4,12,homepage,0.1266,0.2825,0.4132,3.918,0.0,0.122,0.3415,0.5221,0.4249,0.1995,0.6807
56,1859,1,0,31,269,free,android,active,52,8,0.065804,0.015419,0.3843,7105,1859,premium,mall,16.13,0.93,4.5886,0.0845,0.0109,8,0,4,30,homepage,0.2211,0.2945,0.3791,26.8384,0.0662,-0.0131,-0.6226,0.0107,0.2402,0.0,0.1191
56,1860,0,0,32,43346,free,android,new,36,11,0.076868,0.022329,0.0,276,1860,mass,live,16.63,0.8301,4.258,0.083,0.0165,18,1,4,11,search,0.0695,0.4212,0.6788,27.7422,0.4149,0.2616,-0.4248,0.0,0.3203,0.3792,0.4622
56,1861,0,0,33,22306,free,mobile_web,new,59,13,0.07452,0.017997,0.1513,3414,1861,premium,short_video,21.91,0.5326,3.9548,0.0443,0.0035,14,0,4,1,homepage,0.2282,0.2161,0.3016,22.7086,0.0814,-0.3259,0.0828,0.1512,0.0698,0.1679,0.3556
56,1862,0,0,34,41458,silver,mobile_web,new,30,28,0.06404,0.010616,0.0994,1916,1862,mass,short_video,13.94,0.4845,4.1908,0.0174,0.0043,12,0,4,25,affiliate,0.1103,0.1969,0.3197,24.5819,0.2672,0.0668,-0.009,0.361,0.0,0.1582,0.2994
56,1863,1,0,35,59028,free,mobile_web,high_value,41,16,0.106378,0.008693,0.4039,11324,1863,mass,ad,30.38,0.6657,4.2485,0.0867,0.0025,5,0,4,19,search,0.1217,0.3049,0.3153,30.0521,0.0928,-0.4162,-0.4904,0.08,0.2396,0.2632,0.4927
56,1864,0,0,36,58566,free,ios,active,59,21,0.042482,0.015979,0.6855,13701,1864,premium,short_video,30.17,0.7777,4.2138,0.099,0.0222,17,0,5,30,ads,0.1026,0.2883,0.3486,19.4338,0.0282,-0.036,0.1311,0.3059,0.1554,0.0149,0.6402
56,1865,0,0,37,6405,vip,ios,high_value,49,14,0.053574,0.008555,0.2255,8295,1865,mass,short_video,11.99,0.9037,4.276,0.0401,0.0005,7,0,3,5,homepage,0.2274,0.3974,0.2097,17.2362,0.0789,0.288,-0.1382,0.0758,0.0,0.0,0.7624
56,1866,0,0,38,52204,free,mobile_web,active,28,28,0.040423,0.012932,0.1621,4528,1866,mass,short_video,52.08,0.6735,4.87,0.1262,0.007,3,0,5,13,homepage,0.0657,0.3353,0.2531,37.4965,0.2418,0.2918,-0.0554,0.0,0.6341,0.0,0.5626
56,1867,1,0,39,14882,free,desktop,active,54,4,0.111553,0.009403,0.3476,7026,1867,mass,short_video,34.84,0.8475,4.2843,0.093,0.0086,16,0,4,13,search,0.076,0.3445,0.2401,33.0339,0.3303,0.2186,-0.5345,0.0,0.2639,0.3385,0.4858
56,1868,0,0,40,31320,silver,android,churn_risk,20,11,0.074308,0.009814,0.2208,6507,1868,mass,mall,18.48,0.6388,4.7522,0.0306,0.0088,17,0,3,21,homepage,0.1634,0.6005,0.5439,18.5776,0.0376,0.2306,0.0894,0.4148,0.0,0.1313,0.4617
56,1869,0,0,41,10595,free,desktop,active,34,1,0.003366,0.022976,0.0966,4643,1869,premium,short_video,13.14,0.7508,4.6649,0.1012,0.0153,21,0,4,24,search,0.1308,0.1874,0.3064,38.0165,0.0,-0.1038,0.3639,0.1033,0.2557,0.2733,0.22
56,1870,0,0,42,37966,free,android,active,49,33,0.060069,0.013921,0.3976,8603,1870,mass,short_video,13.87,0.7801,4.188,0.0803,0.016,1,1,4,31,push,0.1319,0.5302,0.6033,35.3472,0.3048,-0.3589,-0.654,0.1942,0.1583,0.0025,0.453
56,1871,0,0,43,16122,gold,ios,active,20,14,0.075762,0.025072,0.0,7868,1871,premium,live,7.93,0.631,4.4672,0.0915,0.0053,18,0,4,14,push,0.1033,0.373,0.3707,22.0996,0.0,-0.186,0.5362,0.1998,0.3698,0.187,0.4933
57,1872,1,0,1,59430,silver,ios,churn_risk,52,21,0.044043,0.014271,0.1947,5199,1872,mass,mall,10.36,0.9827,5.0,0.0707,0.0084,17,0,4,7,homepage,0.1497,0.2166,0.4854,28.8528,0.0652,-0.1328,0.9285,0.1034,0.3529,0.0,0.5482
57,1873,0,0,2,48403,free,android,high_value,48,19,0.07932,0.019587,0.3546,7840,1873,mass,mall,8.54,0.8153,4.9098,0.0706,0.0144,13,0,2,14,ads,0.1683,0.5237,0.3463,0.0,0.0002,-0.1377,-0.3279,0.0987,0.0239,0.2992,0.4127
57,1874,1,0,3,9368,silver,android,active,52,18,0.095147,0.027662,0.2348,10760,1874,luxury,short_video,23.98,0.7039,4.4478,0.1071,0.0137,18,1,4,2,search,0.1435,0.2344,0.2136,17.2281,0.1372,0.4363,0.4964,0.142,0.2393,0.3231,0.6429
57,1875,1,0,4,36265,free,desktop,churn_risk,52,10,0.037007,0.010807,0.1019,12151,1875,mass,mall,61.2,0.6688,4.8047,0.1084,0.0311,18,0,3,2,search,0.182,0.3337,0.3051,21.6178,0.2686,-0.0037,-0.2688,0.1465,0.2127,0.0651,0.3832
57,1876,1,0,5,5481,silver,android,churn_risk,49,1,0.089552,0.015244,0.1082,1149,1876,mass,short_video,19.62,0.6661,4.8414,0.0495,0.0183,21,0,4,28,affiliate,0.1953,0.1849,0.5285,18.3622,0.2971,0.0259,0.0187,0.1189,0.2836,0.1584,0.4494
57,1877,1,0,6,47414,free,android,high_value,57,4,0.028406,0.018234,0.168,14365,1877,mass,ad,62.91,0.8598,4.4211,0.0364,0.0005,23,0,4,25,ads,0.1318,0.7594,0.4337,25.3992,0.0573,-0.1268,0.1665,0.3635,0.3926,0.1537,0.1915
57,1878,0,0,7,66190,silver,ios,active,22,8,0.076446,0.006067,0.1203,13803,1878,mass,short_video,8.79,0.921,4.665,0.0688,0.0019,10,0,4,11,affiliate,0.1083,0.7645,0.4416,13.0656,0.3403,-0.1241,0.5716,0.0,0.0498,0.1493,0.4596
57,1879,1,1,8,40033,gold,mobile_web,churn_risk,52,9,0.057816,0.001,0.52,9128,1879,premium,short_video,44.56,0.5841,3.894,0.0776,0.0163,1,0,4,34,search,0.0912,0.3063,0.6734,31.7865,0.3723,0.1031,0.2184,0.1029,0.1097,0.4615,0.6076
57,1880,0,0,9,18301,gold,android,churn_risk,57,25,0.028708,0.020445,0.173,2438,1880,mass,ad,14.51,0.8748,4.4364,0.0784,0.0018,1,0,2,14,search,0.157,0.5563,0.4559,22.7185,0.299,0.0115,0.18,0.3011,0.0478,0.1743,0.467
57,1881,0,0,10,56929,gold,ios,new,55,11,0.037003,0.021932,0.0,9981,1881,premium,short_video,100.08,0.6283,3.6676,0.0504,0.011,4,0,3,40,search,0.0201,0.358,0.4982,13.7846,0.0,-0.055,-0.3046,0.1912,0.1446,0.1781,0.5166
57,1882,0,0,11,25989,free,desktop,active,27,22,0.06299,0.01567,0.0356,2337,1882,luxury,short_video,30.39,0.99,4.2536,0.0888,0.0174,9,0,4,36,affiliate,0.118,0.2125,0.4776,38.2537,0.1923,0.2143,0.312,0.0734,0.2587,0.0729,0.7795
57,1883,0,0,12,34319,free,ios,active,21,9,0.083036,0.005343,0.2294,10079,1883,mass,short_video,56.83,0.8311,4.5212,0.1157,0.0222,12,0,4,36,push,0.1299,0.0932,0.4481,35.5345,0.2222,-0.1843,-0.0157,0.1367,0.3097,0.1499,0.703
57,1884,0,0,13,47160,silver,desktop,new,48,14,0.069183,0.012521,0.1213,1681,1884,mass,live,38.88,0.664,4.4708,0.0786,0.0069,5,0,5,8,ads,0.1361,0.0,0.5416,41.9227,0.2617,-0.2249,-0.3149,0.1668,0.2656,0.1122,0.1739
57,1885,1,0,14,36880,free,mobile_web,new,21,1,0.04184,0.02499,0.3377,14177,1885,luxury,short_video,7.43,0.7205,4.6295,0.0946,0.0143,16,1,3,24,push,0.222,0.1994,0.3514,24.7306,0.1158,-0.0975,-0.0196,0.2937,0.0995,0.4969,0.3912
57,1886,0,0,15,1907,free,desktop,high_value,21,5,0.043527,0.0143,0.0542,1746,1886,luxury,short_video,159.88,0.884,4.5764,0.0669,0.0098,0,0,5,14,affiliate,0.1285,0.486,0.3787,27.1752,0.3751,-0.0981,0.1771,0.1639,0.2318,0.4553,0.7821
57,1887,0,0,16,1222,silver,mobile_web,active,60,24,0.039956,0.022493,0.4121,5339,1887,mass,live,20.19,0.7743,4.2387,0.0469,0.0039,3,0,4,12,homepage,0.0507,0.5284,0.4606,27.4936,0.1689,0.3108,-0.2368,0.0,0.0,0.2583,0.322
57,1888,0,0,17,3705,free,android,high_value,46,27,0.070666,0.020127,0.1057,5490,1888,mass,short_video,41.21,0.5815,4.4134,0.1059,0.0166,1,0,5,20,search,0.1035,0.5129,0.6333,14.9501,0.3397,-0.0571,0.4885,0.0,0.0,0.0665,0.6223
57,1889,0,0,18,68247,gold,ios,active,54,8,0.036982,0.010369,0.3303,13144,1889,mass,short_video,12.29,0.614,4.3626,0.1018,0.0209,6,1,4,5,ads,0.1429,0.6413,0.6443,24.5215,0.1105,0.2186,-0.2025,0.3656,0.2314,0.4506,0.8291
57,1890,0,0,19,32267,free,android,active,60,7,0.075062,0.019396,0.0434,1713,1890,mass,ad,15.27,0.6791,4.3808,0.0538,0.0179,0,0,5,32,push,0.1066,0.4785,0.4834,25.1797,0.333,-0.4362,-0.4153,0.3428,0.3713,0.0,0.5555
57,1891,0,0,20,2333,free,mobile_web,high_value,38,6,0.070682,0.020973,0.2035,14133,1891,mass,short_video,23.15,0.9016,4.8516,0.0784,0.0087,18,0,3,30,push,0.1357,0.3664,0.2722,22.8196,0.0,0.2245,-0.184,0.2262,0.1407,0.0,0.4546
57,1892,0,0,21,51682,free,android,active,39,20,0.105999,0.020203,0.4285,9374,1892,mass,mall,40.75,0.874,4.7695,0.0314,0.0233,3,0,5,26,affiliate,0.1166,0.6156,0.4235,8.238,0.2431,0.6308,0.021,0.1608,0.1404,0.299,0.306
57,1893,1,0,22,67143,silver,desktop,churn_risk,50,7,0.076863,0.014485,0.5008,11237,1893,mass,short_video,11.11,0.7525,4.4458,0.0821,0.0142,19,0,4,4,search,0.0454,0.5584,0.2774,9.6467,0.2816,-0.0305,0.2989,0.0643,0.303,0.1622,0.8072
57,1894,1,0,23,40813,free,android,new,39,1,0.040922,0.017745,0.1828,11473,1894,mass,short_video,48.43,0.8477,4.2612,0.0766,0.0188,6,0,4,21,homepage,0.0885,0.3995,0.6065,8.6047,0.072,-0.1376,0.2907,0.4574,0.5618,0.2701,0.975
57,1895,1,0,24,66922,vip,android,high_value,44,5,0.093545,0.012946,0.1278,10494,1895,mass,short_video,66.1,0.6296,4.3814,0.0383,0.0061,21,0,4,27,search,0.1783,0.0,0.3611,20.7156,0.1647,0.2791,0.1091,0.7014,0.2808,0.0553,0.6397
57,1896,1,0,25,25311,free,ios,churn_risk,25,12,0.057539,0.01862,0.3131,9887,1896,mass,short_video,6.05,0.6558,4.5573,0.0808,0.0006,19,0,4,16,homepage,0.1272,0.1139,0.4041,7.5967,0.0257,0.3111,-0.1903,0.2023,0.0,0.3043,0.6904
57,1897,1,0,26,34864,free,ios,active,50,19,0.036218,0.029878,0.3053,5076,1897,luxury,ad,12.74,0.6609,4.555,0.0637,0.0123,4,0,4,40,push,0.1207,0.3363,0.4107,3.6678,0.3294,0.3623,-0.138,0.1456,0.2419,0.1241,0.5699
57,1898,0,0,27,55310,free,mobile_web,active,31,16,0.096889,0.014614,0.2493,12056,1898,mass,short_video,79.94,0.7788,4.5199,0.0726,0.0033,13,0,5,20,ads,0.1373,0.2183,0.3946,35.4938,0.2029,-0.108,-0.0524,0.3587,0.1774,0.0,0.3272
57,1899,0,0,28,22220,free,android,active,19,9,0.06652,0.006702,0.2497,9257,1899,premium,ad,33.54,0.8728,4.3624,0.0564,0.0199,11,0,4,3,ads,0.1132,0.6244,0.4184,13.7787,0.2833,-0.1589,0.1973,0.015,0.4976,0.0549,0.6145
57,1900,1,0,29,61271,silver,android,active,55,27,0.066941,0.016694,0.3181,14411,1900,mass,short_video,10.53,0.6114,4.4843,0.0839,0.0074,18,0,4,5,push,0.1714,0.1581,0.175,4.3945,0.0434,0.2462,-0.3552,0.3499,0.0967,0.0,0.6069
57,1901,0,0,30,46551,gold,android,active,43,24,0.071694,0.026417,0.3524,2032,1901,mass,mall,23.99,0.7035,4.4525,0.0759,0.0142,20,0,4,26,homepage,0.0672,0.3366,0.6838,20.8803,0.0,0.0079,0.0984,0.145,0.1828,0.0936,0.6342
57,1902,0,0,31,11852,free,desktop,active,42,9,0.080329,0.021105,0.2011,4096,1902,mass,mall,40.05,0.5509,4.588,0.0891,0.0112,16,0,4,18,search,0.0846,0.3223,0.4126,27.6759,0.3028,0.2361,-0.0504,0.0,0.0274,0.0,0.813
57,1903,1,0,32,11197,silver,android,churn_risk,57,13,0.079618,0.007138,0.0,11282,1903,mass,short_video,32.76,0.5017,4.2777,0.0984,0.0204,13,0,5,36,homepage,0.0978,0.2555,0.3505,21.5057,0.357,0.0476,-0.404,0.121,0.1903,0.2438,0.6379
57,1904,0,0,33,28028,silver,mobile_web,high_value,48,10,0.069847,0.016773,0.2549,14963,1904,premium,short_video,15.88,0.6373,4.4643,0.0326,0.0057,23,0,3,31,homepage,0.1626,0.5391,0.2252,10.1636,0.0382,-0.1203,-0.5236,0.0,0.0,0.0,0.5277
57,1905,0,0,34,29931,vip,android,high_value,44,15,0.06474,0.01943,0.0,12378,1905,mass,short_video,13.65,0.6181,3.9269,0.0488,0.0124,0,1,4,13,search,0.0923,0.4674,0.3872,29.2621,0.3312,0.1081,-0.1513,0.0,0.0,0.1935,0.7412
57,1906,0,0,35,49313,vip,android,churn_risk,45,20,0.043177,0.01742,0.4419,11446,1906,mass,mall,12.78,0.4297,4.2118,0.0984,0.0005,4,0,5,17,homepage,0.1012,0.3396,0.2974,26.5409,0.2909,0.0756,0.2522,0.3468,0.2864,0.2014,0.3214
57,1907,0,0,36,30935,silver,desktop,active,47,24,0.048487,0.016341,0.2946,14630,1907,mass,short_video,24.95,0.5563,4.231,0.0581,0.0209,21,1,5,29,affiliate,0.1894,0.6493,0.8247,13.0733,0.0408,-0.0983,-0.4249,0.49,0.2887,0.3605,0.3517
57,1908,1,0,37,59279,free,ios,new,44,16,0.09038,0.020632,0.0,13674,1908,premium,short_video,9.11,0.5603,4.2607,0.0428,0.0005,23,1,4,21,push,0.1133,0.5598,0.4393,13.3931,0.1808,-0.0367,-0.3352,0.1061,0.3532,0.0,0.4834
57,1909,0,0,38,66655,free,ios,active,23,8,0.091357,0.026972,0.2616,1825,1909,mass,short_video,14.13,0.9184,4.352,0.0938,0.0076,1,1,5,3,homepage,0.1041,0.4351,0.1722,3.9987,0.1638,-0.2376,0.3167,0.2836,0.0,0.1388,0.5475
57,1910,0,0,39,62892,free,android,active,53,20,0.099423,0.010214,0.0021,11109,1910,mass,mall,32.58,0.714,4.2879,0.0603,0.0157,14,0,4,35,ads,0.0685,0.0272,0.5202,19.8502,0.4651,0.1738,-0.3285,0.249,0.5294,0.2231,0.6283
57,1911,0,0,40,55016,vip,desktop,high_value,45,1,0.081695,0.020294,0.1649,8457,1911,mass,short_video,16.59,0.8249,4.3982,0.0294,0.024,21,1,2,11,search,0.1787,0.3519,0.6085,19.7671,0.0,0.4075,-0.1455,0.1796,0.203,0.1276,0.5617
57,1912,0,0,41,22605,silver,android,new,28,18,0.062032,0.010557,0.3341,7103,1912,mass,short_video,26.12,0.7498,4.7871,0.001,0.0118,4,1,5,1,push,0.1573,0.191,0.0327,26.0073,0.2984,0.3866,-0.193,0.2774,0.4482,0.2857,0.6695
58,1913,0,0,1,41620,free,android,high_value,21,12,0.063999,0.013189,0.1238,12816,1913,luxury,mall,131.31,0.5314,4.4921,0.0995,0.0056,17,1,5,20,affiliate,0.1667,0.4396,0.6061,3.0548,0.2551,-0.0054,0.309,0.3025,0.0813,0.2372,0.6603
58,1914,0,0,2,9761,gold,android,high_value,22,20,0.103723,0.015294,0.0796,12461,1914,mass,mall,48.19,0.7838,4.7494,0.1232,0.0108,9,0,5,33,affiliate,0.0505,0.2338,0.4428,32.2761,0.0512,-0.1118,-0.0618,0.0644,0.4294,0.1327,0.5748
58,1915,0,0,3,13897,free,android,high_value,21,14,0.042654,0.026141,0.2263,4988,1915,mass,mall,28.05,0.7195,4.5379,0.1312,0.0259,9,0,4,32,homepage,0.118,0.1751,0.3203,0.5419,0.1513,-0.1727,0.0437,0.0489,0.2643,0.1647,0.5569
58,1916,0,0,4,48601,gold,mobile_web,high_value,50,11,0.05819,0.017729,0.0865,7446,1916,mass,short_video,18.49,0.7273,4.5751,0.1203,0.0106,0,0,4,6,push,0.1167,0.3607,0.5114,6.7789,0.3102,0.4511,-0.1356,0.034,0.005,0.2883,0.6744
58,1917,1,0,5,24503,silver,android,active,27,14,0.103604,0.005987,0.0824,7070,1917,mass,short_video,90.9,0.6042,4.6909,0.0658,0.0232,17,0,4,25,affiliate,0.1722,0.431,0.5139,11.8994,0.2145,0.0099,0.3156,0.3667,0.0764,0.4589,0.5466
58,1918,1,0,6,25691,gold,ios,high_value,53,9,0.074947,0.008044,0.3051,836,1918,mass,short_video,21.25,0.8954,4.4812,0.0634,0.0231,3,0,4,37,push,0.2114,0.3328,0.5492,37.3922,0.1978,0.0184,0.2724,0.5929,0.1001,0.0246,0.6792
58,1919,0,0,7,33721,silver,android,high_value,22,21,0.067088,0.006475,0.0784,11869,1919,mass,live,43.26,0.488,4.781,0.0617,0.0158,20,1,4,36,homepage,0.1074,0.35,0.7092,20.3339,0.1586,0.2292,0.0607,0.0,0.2427,0.0511,0.3102
58,1920,0,0,8,63605,silver,mobile_web,new,50,29,0.085376,0.018718,0.2009,9362,1920,luxury,short_video,13.05,0.6446,3.9692,0.0572,0.0199,14,0,2,1,homepage,0.0559,0.4641,0.6272,0.0,0.2388,0.1668,-0.0603,0.1513,0.5787,0.0,0.7667
58,1921,0,0,9,16211,free,mobile_web,churn_risk,58,14,0.07064,0.015624,0.4206,12689,1921,mass,short_video,22.33,0.6008,4.1489,0.1023,0.0154,3,0,4,7,homepage,0.1316,0.2814,0.6202,19.9142,0.1456,0.2864,0.0956,0.1269,0.3265,0.209,0.8508
58,1922,0,0,10,43643,free,android,active,42,13,0.065296,0.010582,0.3843,3487,1922,luxury,mall,14.58,0.7467,4.2355,0.1038,0.005,7,0,3,35,search,0.0753,0.1315,0.5445,9.8921,0.1845,-0.0839,0.1274,0.0,0.0509,0.1579,0.2969
58,1923,0,0,11,16610,free,mobile_web,active,38,18,0.054081,0.028393,0.0067,10855,1923,mass,ad,17.01,0.5131,4.8626,0.0421,0.0178,2,0,4,2,homepage,0.2555,0.238,0.2989,33.6018,0.3769,0.4298,0.5938,0.1362,0.0,0.3628,0.5757
58,1924,0,0,12,61258,gold,ios,new,33,1,0.066084,0.011025,0.1269,9137,1924,mass,short_video,7.21,0.697,4.5176,0.1007,0.0113,2,0,3,23,ads,0.0491,0.3619,0.3497,18.4499,0.228,0.501,-0.2269,0.0,0.1723,0.139,0.5775
58,1925,0,0,13,3219,vip,ios,churn_risk,58,14,0.08533,0.022337,0.2661,1955,1925,luxury,short_video,37.71,0.8157,4.3416,0.0485,0.0044,20,0,3,8,ads,0.0296,0.1412,0.3769,9.5773,0.0445,-0.3022,-0.6465,0.226,0.3362,0.0875,0.992
58,1926,0,0,14,63560,free,mobile_web,new,34,8,0.061898,0.011336,0.2396,1478,1926,premium,short_video,16.39,0.6654,4.4894,0.0778,0.0096,10,0,4,28,push,0.0844,0.1999,0.4139,21.2826,0.2638,-0.0437,-0.0068,0.1104,0.0,0.2874,0.4164
58,1927,1,0,15,30589,silver,mobile_web,active,25,26,0.084425,0.017394,0.2437,2944,1927,mass,short_video,44.58,0.6793,4.6022,0.085,0.0271,16,1,4,11,ads,0.0605,0.4522,0.499,34.0385,0.0936,-0.0109,-0.1093,0.5832,0.3586,0.0882,0.6182
58,1928,1,0,16,61180,silver,mobile_web,active,54,13,0.07096,0.012107,0.392,11167,1928,mass,short_video,29.12,0.6593,4.4422,0.0826,0.0163,14,0,5,32,homepage,0.1601,0.2335,0.5199,14.6113,0.1236,-0.3445,0.8542,0.1343,0.0,0.318,0.4806
58,1929,1,0,17,47322,free,android,active,39,3,0.042454,0.010321,0.3004,7301,1929,mass,live,92.58,0.8767,4.8914,0.1177,0.0062,19,0,4,21,homepage,0.1572,0.0696,0.407,20.7371,0.0409,-0.3024,-0.001,0.3808,0.4795,0.0,0.2109
58,1930,1,0,18,29362,free,ios,active,20,12,0.085381,0.012188,0.0566,377,1930,mass,short_video,30.52,0.8057,4.4336,0.0836,0.0232,10,1,5,18,search,0.2125,0.2996,0.3481,7.3586,0.0444,-0.0134,0.3299,0.2923,0.0115,0.0221,0.2033
58,1931,0,0,19,27674,free,mobile_web,active,22,14,0.085133,0.014794,0.2062,908,1931,premium,mall,60.76,0.5388,4.6473,0.0432,0.0139,14,0,2,6,affiliate,0.1438,0.1576,0.1461,12.5212,0.2272,-0.1818,0.2018,0.2324,0.0095,0.0515,0.4654
58,1932,0,0,20,39626,silver,android,active,19,9,0.048667,0.029375,0.0293,553,1932,mass,ad,25.36,0.9047,4.3539,0.1043,0.0059,2,0,4,32,ads,0.1236,0.3349,0.4448,2.5707,0.2826,-0.1271,0.2497,0.383,0.3372,0.4048,0.4414
58,1933,0,0,21,34807,silver,ios,churn_risk,28,16,0.064116,0.018212,0.1444,2521,1933,mass,short_video,11.76,0.595,4.2508,0.0328,0.0095,5,0,4,16,search,0.2001,0.1596,0.6934,12.0056,0.3266,0.1658,1.118,0.3168,0.2466,0.0,0.2985
58,1934,0,0,22,45002,free,ios,churn_risk,60,1,0.084245,0.025714,0.4143,12550,1934,luxury,ad,54.43,0.7788,4.2786,0.0585,0.0162,23,1,4,4,search,0.0939,0.3645,0.1921,23.4575,0.002,-0.1223,-0.3624,0.2,0.0761,0.3611,0.3562
58,1935,0,0,23,2280,free,android,new,60,18,0.062657,0.011255,0.0,14522,1935,premium,short_video,19.7,0.7215,4.1465,0.1049,0.0136,8,0,5,23,push,0.0469,0.0,0.2408,3.6374,0.0865,0.1708,-0.0162,0.4388,0.3126,0.0985,0.4861
58,1936,1,0,24,25747,free,ios,active,18,13,0.062327,0.010849,0.32,131,1936,mass,short_video,5.74,0.729,4.6397,0.0574,0.0128,23,0,4,9,ads,0.0617,0.3397,0.282,18.8001,0.1845,0.1714,-0.5027,0.277,0.1604,0.518,0.5573
58,1937,0,0,25,19718,silver,android,high_value,49,9,0.082664,0.008141,0.3597,5513,1937,mass,mall,12.62,0.5073,4.065,0.0559,0.0128,21,0,4,7,homepage,0.2345,0.2586,0.6973,18.3489,0.0867,-0.3675,0.3053,0.2958,0.2581,0.4284,0.4121
58,1938,0,0,26,36251,free,ios,high_value,42,5,0.014836,0.008242,0.3097,13694,1938,premium,ad,22.13,0.7315,4.2937,0.1289,0.0106,7,0,4,8,push,0.1365,0.2694,0.3954,9.73,0.0729,-0.027,-0.4698,0.2126,0.0,0.0,0.4277
58,1939,0,0,27,57669,gold,android,active,37,13,0.076131,0.012518,0.1401,659,1939,mass,short_video,8.84,0.8373,4.6286,0.0752,0.0005,11,0,4,29,homepage,0.1756,0.2667,0.6322,25.0508,0.0455,0.3322,-0.1573,0.0,0.1764,0.213,0.3337
58,1940,0,0,28,66119,vip,desktop,churn_risk,27,8,0.083042,0.01028,0.2121,11007,1940,premium,mall,34.11,0.4143,4.0533,0.0485,0.0128,9,1,5,18,search,0.1649,0.2405,0.2332,17.7214,0.248,0.2289,0.2925,0.2507,0.1533,0.2538,0.3584
58,1941,0,0,29,17779,free,android,active,49,7,0.086679,0.015871,0.0493,566,1941,premium,mall,52.52,0.5179,4.1067,0.0677,0.0005,16,0,4,27,push,0.1668,0.3043,0.2388,1.5479,0.1301,0.1881,0.0347,0.0,0.1238,0.2414,0.4417
